tenure,MonthlyCharges,TotalCharges,Partner,gender_Male,MultipleLines_Yes,Churn
0.186534569,-1.494098369,-0.661362264,0,0,0,0
-0.465368811,-1.489112302,-0.823079529,0,1,0,0
0.838437949,1.032175327,1.205743088,1,0,1,0
-0.587600695,0.841042778,-0.295838449,0,0,1,1
-1.239504076,0.138007401,-0.954531335,0,0,0,1
-0.017185237,1.155164968,0.406487876,1,1,1,1
-0.383880889,-1.46418197,-0.793299375,1,1,0,0
-1.198760114,-0.486912935,-0.93639853,0,1,0,0
1.571829252,-0.204369166,0.821468806,1,0,0,0
-0.954296347,1.033837349,-0.642302966,0,1,0,0
-1.280248037,-0.508519223,-0.985524754,0,0,0,0
-0.587600695,-0.244257698,-0.570212934,1,1,0,1
-0.832064463,-0.370571383,-0.700142642,1,1,0,1
1.571829252,0.508638344,1.456844934,1,1,1,0
1.286621523,-1.342854352,-0.300934164,0,0,1,0
-1.158016153,-0.822641413,-0.93569263,0,1,0,0
-0.383880889,-1.505732524,-0.799917187,0,0,0,0
0.268022492,-0.456996536,-0.095870231,1,0,0,0
-0.180161082,-0.347303073,-0.378031674,1,1,0,0
-1.117272192,0.661544384,-0.834197454,0,0,0,0
0.512486259,0.708081004,0.696259804,1,0,0,0
0.186534569,0.184544021,0.118943946,0,1,0,0
1.123645678,1.502527601,1.934628899,1,0,0,0
-0.995040308,1.190067433,-0.645854525,0,1,1,1
0.593974182,1.000596906,1.028826915,0,0,1,0
-0.261649005,0.629965962,-0.093840768,1,1,1,1
-1.198760114,0.78120998,-0.886588465,1,0,0,1
0.716206066,0.164599755,0.562249111,1,0,0,0
-0.220905044,0.226094575,-0.143915546,1,1,1,0
-0.995040308,0.907523665,-0.685318743,0,0,0,1
1.205133601,-1.367784684,-0.382311192,1,0,1,0
1.571829252,0.56680912,1.606407485,1,0,0,0
1.368109446,-1.319586041,-0.258359574,0,1,1,0
1.449597369,1.658757685,2.455891889,1,1,1,0
-0.791320502,-0.520153378,-0.720856394,0,0,0,0
0.960669833,0.535230699,1.003348339,1,1,0,0
0.22727853,0.487032056,0.321956358,1,1,0,1
-0.75057654,0.852676933,-0.448776084,0,1,0,1
-0.669088618,-1.512380613,-0.848381631,0,0,0,0
-0.75057654,0.179557955,-0.545660851,1,0,0,0
-0.017185237,0.164599755,0.028500516,1,1,0,1
-0.995040308,-0.350627117,-0.809821846,0,0,0,0
0.430998337,1.146854857,0.850013635,1,0,1,0
0.797693988,0.30587164,0.70340704,0,0,1,0
-1.198760114,-0.483588891,-0.940170683,0,1,0,0
-0.139417121,-1.495760391,-0.754916066,0,1,0,0
-1.280248037,-1.500746458,-0.9986942,0,0,0,1
-0.832064463,-0.702975817,-0.774879799,0,1,0,1
-0.669088618,-0.97388543,-0.763519222,1,0,0,0
0.308766453,0.530244632,0.408252626,0,0,1,0
-1.117272192,-0.840923657,-0.914383275,0,0,0,1
0.308766453,1.073725881,0.62809634,1,1,1,1
0.145790608,-1.504070502,-0.733496415,0,0,0,0
-1.117272192,0.5053143,-0.825373704,0,0,0,1
-0.913552385,0.661544384,-0.640273503,0,0,0,1
-1.239504076,0.822760534,-0.925501199,1,1,0,1
-0.383880889,0.857662999,-0.150048051,0,1,1,1
-0.261649005,-1.48745028,-0.784166795,1,1,0,0
1.612573214,1.582304665,2.54280582,1,0,1,0
0.064302685,-0.485250913,-0.206475928,1,0,0,0
-0.913552385,-0.08470357,-0.736937677,0,1,0,0
-0.75057654,-0.302428474,-0.656553321,0,0,0,0
-0.383880889,0.839380756,-0.050074972,0,0,1,1
0.593974182,-1.500746458,-0.578044011,1,1,0,0
-0.343136928,0.812788401,-0.032250998,1,1,0,0
0.675462104,1.138544746,1.134050125,1,1,1,1
-0.506112773,-0.358937228,-0.541513689,0,1,0,0
-1.239504076,0.164599755,-0.943589885,0,0,0,1
-1.239504076,-0.523477423,-0.967171355,0,0,0,1
-0.42462485,-0.267526009,-0.43168007,0,1,0,0
-1.035784269,1.105304303,-0.692796871,0,1,1,1
-1.280248037,-1.452547815,-0.998054478,0,1,0,0
1.082901717,1.058767682,1.454815472,1,0,1,0
1.042157756,-1.339530307,-0.34650883,1,0,1,0
0.349510414,1.652109596,0.990090655,0,0,1,1
1.082901717,0.478721945,1.017841347,0,0,1,0
-1.198760114,0.157951667,-0.919037803,1,0,0,0
-0.017185237,-1.48745028,-0.736275896,0,1,0,0
0.553230221,1.131896657,1.006613126,1,1,1,0
-1.239504076,0.536892721,-0.931854299,0,1,0,1
0.797693988,-1.50240848,-0.560705344,1,0,0,0
-0.791320502,0.315843773,-0.592492901,0,0,0,1
-0.872808424,0.8277466,-0.545131426,0,0,0,1
-0.017185237,0.759603692,0.21313747,0,1,1,0
-0.628344657,1.185081367,-0.291558931,1,1,1,1
-0.669088618,0.330801972,-0.50910847,0,0,1,0
0.756950027,1.41776447,1.498978337,0,0,1,0
-0.139417121,0.350746238,-0.017382981,0,1,0,0
1.531085291,0.005045627,0.988237668,1,1,0,0
1.571829252,1.185081367,2.15140636,1,0,1,0
0.349510414,0.123049201,0.245586808,1,1,1,0
-1.280248037,0.523596544,-0.971825883,0,1,0,0
-1.035784269,0.546864854,-0.751430685,1,0,0,0
-0.302392966,0.851014911,-0.046192522,1,1,0,1
1.408853407,0.822760534,1.656769034,1,1,1,0
-1.117272192,-0.302428474,-0.892919505,1,1,1,0
-0.709832579,-1.329558174,-0.864352617,0,1,1,0
-0.506112773,-1.489112302,-0.823101589,1,0,0,0
-1.198760114,-0.287470275,-0.933177861,1,1,0,1
0.879181911,1.342973473,1.479985217,1,1,1,0
0.390254375,-1.504070502,-0.637030775,0,1,0,0
-0.954296347,0.497004189,-0.668046254,1,0,0,0
1.245877562,1.085360037,1.751381686,0,0,1,0
1.49034133,-1.347840418,-0.283021953,1,0,1,0
1.49034133,-1.336206263,-0.267028908,0,0,1,0
0.308766453,-0.486912935,-0.099179137,1,1,0,0
1.123645678,-0.837599612,0.062295476,0,1,0,0
-1.158016153,0.983976684,-0.836535747,0,0,0,1
1.571829252,0.832732667,1.769227719,0,0,1,0
0.186534569,0.470411834,0.245454452,1,0,1,1
-0.017185237,1.131896657,0.380568113,1,1,1,0
0.268022492,-0.363923294,-0.036442279,0,1,1,0
0.22727853,-1.347840418,-0.603941715,0,0,1,0
0.797693988,0.81943649,1.012282385,0,1,1,0
0.634718143,1.344635495,1.197470823,1,0,1,0
1.531085291,-0.176114789,0.821270272,1,1,0,0
-0.506112773,0.19119211,-0.348427995,0,1,0,0
0.716206066,0.588415408,0.836403002,0,0,1,0
-0.546856734,-0.663087285,-0.613140474,0,0,0,1
-0.302392966,-0.106309858,-0.296610527,1,1,0,0
-0.832064463,-0.523477423,-0.745717307,0,1,0,0
0.268022492,1.357931672,0.883036517,1,1,1,1
-1.035784269,0.327477928,-0.767114899,0,1,0,1
-0.383880889,0.048258203,-0.3306702,1,0,0,0
-0.220905044,-1.509056568,-0.773622415,0,1,0,0
0.593974182,0.706418982,0.698090732,0,1,1,0
-0.261649005,-1.517366679,-0.779821098,1,1,0,0
-0.75057654,-0.003264484,-0.592206129,1,0,1,1
-0.872808424,1.304746963,-0.507211364,1,0,1,1
-1.239504076,-1.514042635,-0.98603212,0,1,0,0
-0.261649005,0.570133164,-0.094083421,1,0,0,0
1.612573214,1.657095662,2.669470741,1,0,1,0
1.245877562,-1.489112302,-0.473857591,1,0,0,0
1.571829252,-1.495760391,-0.391355535,1,1,0,0
-0.872808424,0.011693716,-0.688230581,1,1,1,0
-0.75057654,-1.500746458,-0.90648602,1,1,0,0
-0.791320502,0.802816268,-0.494813996,0,0,1,0
-1.076528231,-1.482464214,-0.963972746,0,1,0,0
-0.872808424,0.345760172,-0.665310892,1,1,1,0
-0.587600695,-0.265863986,-0.533241424,1,1,1,0
-1.280248037,-0.972223408,-0.991679319,0,1,0,1
-0.017185237,0.355732305,0.018264967,1,0,0,0
-0.139417121,-0.970561386,-0.534145858,0,1,0,0
-1.198760114,-0.151184457,-0.932141071,0,0,1,0
-1.239504076,1.008907017,-0.920493722,0,0,1,1
-0.791320502,1.058767682,-0.49432869,1,1,0,1
0.349510414,-0.81266928,-0.267117145,0,0,0,0
-1.280248037,-1.527338812,-0.99904715,0,0,0,0
-1.035784269,-0.330682851,-0.843947696,0,1,0,0
0.797693988,-0.016560661,0.497350435,1,0,0,0
0.512486259,-1.334544241,-0.504939248,1,0,1,0
1.531085291,0.375676571,1.31515758,1,1,1,0
0.838437949,-1.532324879,-0.5636613,0,0,0,0
1.205133601,1.101980258,1.611767912,1,0,1,0
1.123645678,0.974004551,1.408534907,1,0,1,0
-1.198760114,0.518610477,-0.908515482,1,0,0,1
-0.383880889,1.007244995,0.01886057,1,0,0,0
-1.280248037,-1.11183327,-0.993532307,0,1,0,1
1.408853407,0.251024908,1.194823698,0,0,0,0
-0.832064463,0.829408623,-0.543057845,0,0,1,1
1.571829252,0.595063497,1.565288813,1,0,1,0
-0.302392966,-1.492436347,-0.782004976,0,1,0,0
-1.117272192,-0.365585317,-0.882088353,0,0,1,0
-0.261649005,-0.440376314,-0.435849291,0,1,1,0
-1.280248037,-1.500746458,-0.9986942,1,1,0,0
1.531085291,-0.689679639,0.321338696,0,1,0,0
1.612573214,1.635489374,2.5632328,1,1,1,0
1.123645678,0.983976684,1.467808443,1,1,0,1
-0.017185237,1.183419344,0.412223314,1,0,1,0
-1.280248037,-1.494098369,-0.998605962,0,1,0,1
-0.75057654,-0.350627117,-0.666237386,0,0,1,0
-0.791320502,0.5053143,-0.553227216,0,0,1,0
-1.076528231,1.499203556,-0.712010585,0,0,1,1
0.553230221,0.478721945,0.578175979,0,0,1,0
-0.709832579,1.214997766,-0.321780272,0,1,0,1
0.430998337,0.98065264,0.736716694,1,1,1,0
0.268022492,-0.49854709,-0.137716862,0,1,0,0
-0.465368811,-0.157832545,-0.461989649,0,1,0,1
1.001413795,-0.367247339,0.402671605,0,1,0,0
0.838437949,0.952398263,1.142190034,1,0,0,0
-0.587600695,0.767913802,-0.345361742,1,1,0,0
-1.280248037,-0.154508501,-0.980826108,0,0,1,1
1.042157756,-0.124592102,0.527417361,1,0,1,0
1.571829252,1.304746963,2.263401798,0,0,1,0
0.105046646,1.145192835,0.550910593,0,0,0,0
-1.198760114,0.694784827,-0.894088652,0,1,0,0
0.22727853,1.331339317,0.70764244,0,1,1,0
0.105046646,0.144655489,0.091259433,1,1,1,0
-1.035784269,0.852676933,-0.745540832,0,1,1,1
0.593974182,0.320829839,0.541336825,0,0,0,0
-0.75057654,-0.476940802,-0.669656588,0,0,0,0
-0.506112773,-0.159494568,-0.451754099,1,0,0,0
1.368109446,0.679826627,1.436087064,1,1,1,0
-0.709832579,-1.507394546,-0.856984786,1,1,0,0
0.390254375,-1.46418197,-0.634802779,0,0,0,0
-0.628344657,0.468749812,-0.412223703,1,0,1,0
0.186534569,1.319705162,0.65944271,0,1,1,0
-0.832064463,-0.511843267,-0.737511221,0,0,0,0
0.838437949,0.978990618,1.140314987,1,1,0,1
1.123645678,-1.322910086,-0.343354339,0,0,1,0
-0.587600695,-1.304627842,-0.800953978,1,1,0,0
-1.280248037,0.335788039,-0.974318592,0,1,1,1
-1.198760114,0.177895933,-0.921684928,0,0,0,0
-0.954296347,0.1529656,-0.755246957,0,0,0,0
-1.280248037,0.513624411,-0.971958239,0,0,0,1
0.960669833,0.94242613,1.310613349,1,1,1,0
-0.628344657,0.139669423,-0.500152364,1,1,0,1
-0.872808424,0.051582248,-0.680531859,1,0,1,1
-1.035784269,0.157951667,-0.777350449,0,1,0,0
1.49034133,-1.482464214,-0.384120061,1,0,0,0
-0.546856734,0.70475696,-0.331265803,0,1,1,1
-1.198760114,0.515286433,-0.897044608,1,0,0,1
0.879181911,-1.475816125,-0.526204484,1,1,0,0
1.205133601,-1.36446064,-0.369053509,1,1,1,0
-0.343136928,0.856000977,-0.000331085,0,1,1,1
1.205133601,0.187868066,0.889941101,1,0,1,0
-0.628344657,0.031637982,-0.517116022,0,1,1,0
-0.954296347,-1.336206263,-0.923493796,0,1,0,0
1.286621523,0.147979534,0.954928014,1,1,0,0
-1.239504076,0.369028482,-0.94411931,0,0,1,1
-1.280248037,-0.629846841,-0.987135088,1,1,0,1
-0.669088618,-0.493561024,-0.649913449,1,0,0,1
1.612573214,-1.334544241,-0.199968413,1,0,1,0
-0.09867316,0.851014911,0.23707189,0,1,1,0
0.675462104,1.198377544,1.131226525,1,0,1,0
1.16438964,0.350746238,1.079144345,1,1,1,0
0.593974182,0.744645492,0.765085048,1,1,1,0
-0.506112773,-0.013236617,-0.390318745,0,1,0,0
0.064302685,0.448805546,0.123973483,1,1,0,1
1.531085291,-1.332882219,-0.263565586,1,0,1,0
0.879181911,1.364579761,1.56328141,0,1,0,0
1.16438964,1.113614413,1.669122283,1,1,1,0
-1.198760114,0.403930947,-0.906596317,0,1,1,1
-0.791320502,-1.507394546,-0.88815468,0,1,0,0
-0.669088618,1.04214746,-0.332699662,0,0,1,1
-1.198760114,-0.202707144,-0.932979327,1,0,0,0
-0.302392966,-1.484126236,-0.770732637,0,1,0,0
-0.09867316,-0.009912572,-0.174203065,0,1,1,0
-0.465368811,-1.206568534,-0.729702202,1,0,0,0
-1.280248037,-0.648129085,-0.987377741,0,1,0,1
-0.709832579,-1.509056568,-0.879728,0,0,0,1
-0.383880889,0.852676933,-0.073259373,1,1,0,0
0.512486259,1.34131145,1.079850245,1,0,1,0
-0.343136928,0.610021696,-0.110407358,1,0,1,0
-0.872808424,0.8427048,-0.571492377,0,0,1,1
-1.280248037,-0.656439196,-0.987488038,0,1,0,1
0.960669833,1.276492586,1.526971682,1,0,1,0
-1.280248037,0.365704438,-0.973921524,0,0,0,1
-1.280248037,-1.507394546,-0.998782437,0,1,0,0
-1.035784269,0.482045989,-0.776556311,0,0,0,1
0.919925872,0.797830201,1.112674592,1,0,0,0
-1.239504076,-1.12679147,-0.981311414,0,0,0,1
1.612573214,0.701432916,1.688622769,1,0,1,0
0.512486259,-1.017098007,-0.302963627,0,0,0,0
0.593974182,-1.484126236,-0.545793208,0,0,0,0
0.553230221,1.012231061,0.94453805,0,0,0,1
-1.239504076,-0.481926868,-0.966443396,0,1,0,0
-1.239504076,0.510300366,-0.921530512,1,0,0,0
-0.832064463,-0.450348447,-0.737312686,1,0,0,0
1.449597369,0.824422556,1.696056778,1,0,1,1
1.49034133,1.010569039,1.936106877,1,1,0,0
0.960669833,0.997272862,1.315179639,0,1,0,0
-1.158016153,0.513624411,-0.8733749,0,0,1,0
1.286621523,0.375676571,1.118630623,1,1,1,0
1.082901717,1.507513667,1.837435301,1,1,1,1
1.205133601,1.687012062,2.151119588,1,1,1,0
1.245877562,-1.334544241,-0.31271387,1,1,1,0
0.838437949,-0.372233405,0.262903416,0,0,0,0
-1.117272192,-1.507394546,-0.969399352,1,1,0,0
0.675462104,0.777885935,0.827733668,1,1,1,0
1.205133601,1.208349677,1.921393275,1,0,1,0
0.919925872,-0.265863986,0.365633917,1,0,0,0
1.571829252,1.150178901,2.155178513,1,0,0,0
1.612573214,-1.485788258,-0.422238658,1,0,0,0
0.145790608,-0.136226257,-0.021508083,1,1,0,0
-0.302392966,-1.457533881,-0.78890956,1,1,0,0
1.612573214,1.663743751,2.662411742,1,0,1,0
0.145790608,-1.514042635,-0.707444295,0,0,0,0
-1.280248037,-0.066421326,-0.979656961,0,1,0,0
1.612573214,1.352945606,2.320954703,1,0,1,0
1.082901717,-1.494098369,-0.483122528,1,1,0,0
-1.035784269,0.821098512,-0.708811976,1,1,0,1
-1.280248037,0.309195684,-0.974671542,0,0,0,0
-0.09867316,1.419426492,0.423186822,1,0,1,0
1.286621523,-1.504070502,-0.460224899,0,1,0,0
1.245877562,0.133021334,0.806512551,0,1,1,0
1.612573214,0.653234273,1.595576332,1,1,1,0
-0.995040308,0.339112083,-0.728113928,1,1,0,1
1.205133601,0.654896295,1.28381121,0,0,1,0
1.408853407,1.542416133,2.315131029,1,1,1,0
-1.076528231,-0.666411329,-0.88782379,0,1,0,1
1.531085291,0.525258566,1.401608263,1,0,1,0
-0.506112773,0.52858261,-0.295198727,0,0,0,0
-1.117272192,0.359056349,-0.829785579,0,0,1,0
-0.343136928,-0.239271632,-0.403929378,1,0,0,0
-0.872808424,-0.689679639,-0.793961157,1,0,0,1
1.612573214,1.522471867,2.505459301,1,1,1,0
1.368109446,-0.219327366,0.673913658,1,0,0,0
0.512486259,0.538554743,0.551616493,1,0,0,0
1.49034133,-1.499084435,-0.391068764,1,0,0,0
-0.709832579,0.691460783,-0.41372374,1,1,1,1
-0.180161082,-0.174452767,-0.280970432,0,0,0,0
1.531085291,1.687012062,2.578431708,0,0,1,1
0.145790608,0.357394327,0.175085051,0,0,0,0
-0.669088618,0.724701226,-0.442202391,0,1,1,1
-0.587600695,0.678164605,-0.321802332,0,0,1,1
0.064302685,1.092008125,0.40776732,1,0,1,1
0.390254375,-0.654777174,-0.103348358,1,1,0,0
0.634718143,0.204488287,0.593794015,0,1,1,0
0.593974182,1.487569401,1.253523691,1,1,1,1
0.268022492,0.822760534,0.525520255,1,0,1,1
-0.872808424,-1.459195903,-0.918111309,1,0,0,0
-1.035784269,-1.490774325,-0.942288382,0,1,0,0
-1.198760114,-1.336206263,-0.969266996,0,0,1,0
-0.995040308,0.063216403,-0.751915991,0,1,0,0
-1.280248037,-1.507394546,-0.998782437,0,1,0,1
-0.017185237,0.997272862,0.374237073,1,1,0,0
1.123645678,0.034962026,0.725753186,1,1,0,0
-0.913552385,-1.490774325,-0.924530587,1,0,0,0
1.571829252,-1.334544241,-0.25286679,1,0,1,0
-1.158016153,-1.477478147,-0.973678871,1,0,0,1
-1.280248037,0.147979534,-0.976811302,0,0,0,1
0.430998337,-0.450348447,-0.058104584,1,0,0,0
1.082901717,1.153502945,1.622599065,1,1,1,1
-0.383880889,-0.350627117,-0.468430986,1,0,0,0
1.612573214,-1.509056568,-0.347148551,1,0,0,0
-0.42462485,-0.28414623,-0.437261091,1,1,0,0
-1.280248037,-1.317924019,-0.996267669,0,0,0,0
1.49034133,-1.357812551,-0.251565287,0,1,1,0
0.716206066,-0.977209475,-0.235770776,0,1,0,0
-1.280248037,-1.316261997,-0.996245609,0,0,0,1
-1.239504076,-0.658101218,-0.964811003,0,1,0,1
-0.709832579,0.350746238,-0.515638044,1,0,0,0
-0.057929199,-1.475816125,-0.738636249,0,1,0,0
-1.280248037,-1.484126236,-0.998473606,0,1,0,1
1.368109446,1.336325384,2.139736952,1,1,1,1
-1.198760114,-0.335668918,-0.932604318,0,1,0,1
-0.995040308,-1.489112302,-0.944891388,0,0,0,0
1.286621523,0.274293218,1.061210075,1,1,0,0
-0.180161082,-1.472492081,-0.758952931,1,0,0,0
1.001413795,1.1950535,1.633143445,1,0,1,0
-0.75057654,0.746307514,-0.45208499,1,0,1,1
-0.546856734,-1.490774325,-0.842580015,0,1,0,0
-0.913552385,0.503652278,-0.629177638,1,1,0,1
0.756950027,-0.503533157,0.11914248,1,0,0,0
1.408853407,0.028313937,0.8998237,1,0,1,0
-0.872808424,-1.474154103,-0.896713717,1,1,0,0
1.612573214,-0.127916146,0.999620305,1,1,0,0
1.368109446,-1.477478147,-0.407569175,1,1,0,0
-0.587600695,0.782872002,-0.284124922,0,0,1,1
-0.954296347,-1.505732524,-0.928457155,0,0,0,0
-0.954296347,0.345760172,-0.727716859,0,0,1,0
0.634718143,1.550726244,1.337591962,1,1,1,0
-0.913552385,0.177895933,-0.682870153,0,1,0,0
-0.954296347,0.995610839,-0.614750808,0,0,1,1
-0.791320502,1.005582972,-0.438231704,0,0,1,1
-1.158016153,0.453791613,-0.861749611,0,1,1,1
-1.158016153,0.179557955,-0.902382976,0,1,0,1
1.612573214,0.90419962,1.84906059,1,0,1,0
0.756950027,0.688136738,0.943545378,1,0,0,0
1.082901717,-0.78940097,0.074736962,1,1,0,1
-0.913552385,0.691460783,-0.648303115,1,1,1,1
1.16438964,0.576781253,1.156594805,1,1,1,0
0.879181911,0.651572251,0.970943119,0,1,0,0
0.023558724,-0.129578169,-0.110054408,0,0,1,0
-0.220905044,-1.480802192,-0.76991644,0,0,0,0
-1.280248037,0.478721945,-0.972421486,0,0,0,1
-0.383880889,1.013893083,-0.039883541,0,1,0,0
-1.280248037,-1.494098369,-0.998605962,0,1,0,0
0.512486259,0.649910228,0.694759766,1,1,0,0
0.268022492,-1.494098369,-0.630236488,1,0,0,0
-1.117272192,0.172909866,-0.854095008,0,1,0,1
1.612573214,0.581767319,1.558207754,1,1,1,0
1.042157756,0.066540447,0.744327178,1,0,1,0
1.531085291,-0.671397396,0.341853913,0,0,0,0
1.16438964,1.11860048,1.703821677,1,1,0,0
-1.239504076,0.196178176,-0.950362113,0,1,0,0
0.553230221,-1.324572108,-0.492983068,1,0,1,0
-1.280248037,-0.493561024,-0.98532622,0,0,1,1
-0.42462485,0.147979534,-0.321758213,1,0,0,1
0.634718143,1.253224276,1.156330092,0,0,0,0
1.286621523,0.723039204,1.477646923,0,1,1,0
1.612573214,-1.346178396,-0.282382232,1,1,1,0
-0.832064463,-0.214341299,-0.680642156,1,0,0,0
0.064302685,0.978990618,0.412179195,1,0,1,1
1.612573214,0.131359312,1.149249033,1,0,0,0
-0.139417121,0.698108871,0.069244178,1,1,1,0
0.023558724,-1.485788258,-0.733584652,1,1,0,0
-1.280248037,-1.477478147,-0.998385369,0,0,0,0
1.205133601,1.529119956,2.010777856,1,0,1,0
0.349510414,0.272631196,0.316728287,1,1,1,1
1.286621523,1.171785189,1.751911111,0,0,1,1
-1.158016153,0.600049563,-0.86636002,0,0,0,0
-0.343136928,0.649910228,-0.152320167,0,0,1,0
-0.75057654,-1.504070502,-0.877433825,1,0,0,0
-1.198760114,-1.490774325,-0.981642304,0,1,0,0
-1.158016153,1.163475078,-0.811983665,0,0,0,1
-0.587600695,-0.990505652,-0.763386865,0,0,0,1
-0.995040308,0.048258203,-0.766276643,0,1,0,0
0.105046646,-1.379418839,-0.655693005,0,0,1,0
-1.280248037,0.372352526,-0.973833286,0,0,1,1
1.368109446,-1.312937953,-0.268903954,0,1,1,0
-0.995040308,-0.673059418,-0.855837699,0,1,0,0
1.571829252,1.306408985,2.262828255,1,0,1,0
0.430998337,0.922481864,0.774592638,1,0,1,0
-1.239504076,0.96569444,-0.931986655,0,0,1,1
-0.139417121,1.21832181,0.293521826,0,1,0,0
-0.709832579,0.648248206,-0.430113854,1,0,0,1
1.327365485,0.988962751,1.67450477,1,1,1,0
0.105046646,1.020541172,0.50070346,0,1,1,0
1.286621523,1.1800953,1.906150248,0,1,0,0
1.042157756,-0.309076563,0.38983305,1,0,0,0
-0.587600695,-0.496885068,-0.625405486,0,0,0,0
1.408853407,0.822760534,1.8043683,1,1,1,0
1.245877562,-1.517366679,-0.488063828,1,1,0,0
1.123645678,1.163475078,1.633474336,1,0,1,0
-0.954296347,0.651572251,-0.684193715,0,1,1,1
1.531085291,1.603910953,2.464362689,1,0,1,0
-0.709832579,1.206687655,-0.343795527,1,1,1,1
0.634718143,-1.490774325,-0.594103235,0,0,0,0
-0.832064463,0.310857706,-0.680267147,1,1,0,0
1.571829252,0.90419962,1.897944162,1,1,1,0
0.471742298,0.300885573,0.370200207,0,1,0,0
-1.280248037,-0.476940802,-0.985105626,0,1,1,1
0.512486259,-1.341192329,-0.527241275,1,1,1,0
-0.383880889,-1.329558174,-0.735878827,0,0,1,0
0.430998337,0.001721583,0.275697852,1,0,1,0
0.105046646,-1.46418197,-0.680928928,0,1,0,0
-0.954296347,0.138007401,-0.745364357,1,1,0,0
-0.832064463,1.168461145,-0.507608432,0,1,1,1
1.327365485,1.482583335,2.181296811,1,0,1,0
-1.239504076,0.884255354,-0.92194964,0,0,1,1
-0.220905044,-0.525139445,-0.437636101,0,1,1,0
0.308766453,-0.483588891,-0.114598639,0,0,0,0
-1.117272192,0.357394327,-0.853102336,0,0,0,1
-0.995040308,-1.492436347,-0.939442723,1,1,0,0
1.042157756,1.096994192,1.400990601,1,0,1,0
0.797693988,1.1800953,1.306422068,1,0,0,0
-1.198760114,-0.29910443,-0.939178011,1,1,0,0
0.349510414,1.540754111,0.98113455,0,1,0,0
-0.506112773,1.121924524,-0.110892664,0,1,1,0
-1.280248037,-0.490236979,-0.985282101,0,1,1,0
-1.158016153,0.531906654,-0.860690761,0,1,1,1
-0.383880889,-1.460857926,-0.798284794,0,1,0,0
-1.076528231,-1.505732524,-0.960244712,0,0,0,0
-0.995040308,-1.510718591,-0.940038326,1,1,0,0
-0.587600695,0.156289644,-0.478203288,0,1,1,0
0.797693988,-0.531787533,0.119892499,0,1,0,0
-0.057929199,0.987300729,0.307022162,0,1,0,0
-0.139417121,-1.467506014,-0.718451922,1,1,0,0
0.145790608,1.37122785,0.684325683,1,0,1,0
-0.669088618,1.170123167,-0.330251071,1,0,1,1
0.390254375,1.446018847,1.01598836,1,1,1,0
-1.280248037,-1.470830059,-0.998297131,0,1,0,1
1.123645678,1.158489012,1.613753256,0,0,0,0
-1.117272192,0.68148865,-0.82023387,0,1,1,1
-0.42462485,1.033837349,-0.021331608,1,1,1,0
0.145790608,-1.489112302,-0.713201791,1,1,0,0
-1.158016153,0.186206043,-0.883389856,0,0,0,1
-0.954296347,0.005045627,-0.76568104,0,1,0,0
-1.280248037,0.325815906,-0.974450949,1,1,0,0
-0.832064463,-0.518491356,-0.755379313,1,1,0,0
-0.383880889,0.297561529,-0.232373632,0,0,1,0
1.205133601,0.914171753,1.521280363,0,1,1,0
0.186534569,1.130234635,0.526005561,0,1,1,1
-0.995040308,-1.515704657,-0.93816328,0,0,0,0
-0.057929199,0.792844135,0.176430673,1,1,1,0
-0.791320502,0.319167817,-0.611728674,1,1,1,1
-0.343136928,1.128572613,0.054707051,0,0,1,1
0.512486259,1.035499371,0.958854583,1,1,1,0
1.49034133,1.349621561,2.080485475,1,0,1,0
-1.239504076,-1.480802192,-0.991127835,0,1,0,0
1.16438964,1.369565827,1.881399632,1,1,1,1
0.349510414,1.326353251,0.910213665,0,1,1,1
0.471742298,-0.523477423,-0.008073925,0,0,0,0
0.268022492,-0.972223408,-0.429782964,0,1,0,0
1.612573214,0.010031694,1.090174032,1,1,0,0
-0.791320502,1.065415771,-0.462254361,0,0,0,0
0.756950027,0.164599755,0.564366811,1,0,0,0
1.571829252,1.143530812,2.175252543,1,0,0,0
-0.42462485,1.060429704,-0.088392103,0,1,1,1
-1.239504076,-0.324034762,-0.962031522,0,0,0,1
0.960669833,1.396158182,1.60199561,0,0,1,0
-1.280248037,-0.450348447,-0.984752676,0,1,0,0
-0.383880889,-0.234285565,-0.441386194,1,0,0,0
1.368109446,0.201164243,1.083357685,1,0,1,0
-1.280248037,-1.504070502,-0.998738319,0,0,0,0
-0.546856734,0.777885935,-0.223902833,0,1,1,1
-0.872808424,0.488694078,-0.656332727,0,1,0,0
-0.995040308,-1.497422413,-0.943391351,1,0,0,1
0.797693988,1.108628347,1.195661955,1,0,1,0
-1.198760114,-1.480802192,-0.980252564,0,1,0,0
0.756950027,0.477059923,0.765570354,1,0,0,0
-0.709832579,0.360718371,-0.501475927,0,1,1,1
1.286621523,0.978990618,1.675673917,1,1,1,0
0.186534569,-0.817655346,-0.354913451,0,0,0,0
-0.791320502,-1.490774325,-0.899868208,0,1,0,0
0.675462104,-0.314062629,0.15470219,1,1,1,0
0.512486259,1.24159012,1.081813529,0,0,1,0
-0.587600695,0.209474354,-0.456871874,0,0,0,0
-1.280248037,0.32913995,-0.97440683,0,1,1,1
1.449597369,-0.355613184,0.666722303,1,1,0,0
0.879181911,-1.500746458,-0.562337738,0,1,0,0
-0.383880889,0.786196046,-0.06739158,1,0,0,0
-0.628344657,0.393958814,-0.427841739,0,1,0,1
