Order_No,Order_Date,Retailer_Country,Retailer_Type,Order_Mode,Product_Category,Product_Type,Product,Revenue,Quantity,Gross margin
11880 -2012,11/3/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,49915.48,13097,0.48572828
11881 -2012,4/27/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Belay,69419,1055,0.47613982
11882 -2012,8/6/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Pulley,60819,1650,0.50217037
11883 -2012,12/22/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,16042.77,523,0.33065549
11884 -2012,3/3/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Charger,28372.8,552,0.56498054
11885 -2012,3/11/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,19129.6,2440,0.59821429
11886 -2012,2/5/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,7144.2,405,0.51643991
11887 -2012,3/26/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Ice,89412.8,1189,0.48178191
11888 -2012,11/12/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Hammer,62700.12,834,0.2434158
11889 -2012,12/14/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Shovel,33800.62,578,0.34027127
11890 -2012,9/7/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Grip,35627.4,1821,0.4944989
11891 -2012,3/10/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Axe,110552.8,2869,0.49342866
11892 -2012,5/27/2012,Canada,Outdoors Shop,Web,Mountaineering Equipment,Tools,Granite Extreme,145211.2,1931,0.38138298
11893 -2012,3/17/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Single Edge,95528.04,7912,0.29102785
11894 -2012,1/26/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Double Edge,12411.91,761,0.29920294
11895 -2012,10/29/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Edge Extreme,34428.06,306,0.28895209
11896 -2012,10/29/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Bear Edge,12811.8,326,0.40127226
11897 -2012,5/2/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Bear Survival Edge,7118.92,99,0.41908323
11898 -2012,1/20/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Max Gizmo,1757.2,46,0.53769634
11899 -2012,10/12/2012,Canada,Outdoors Shop,Web,Personal Accessories,Knives,Pocket Gizmo,10821.4,887,0.59918033
11900 -2012,7/13/2012,Canada,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker 35,13459.92,136,0.28069112
11901 -2012,1/18/2012,Canada,Outdoors Shop,Web,Personal Accessories,Binoculars,Seeker Extreme,27817.02,162,0.45186652
11902 -2012,7/2/2012,Canada,Outdoors Shop,Web,Personal Accessories,Binoculars,Ranger Vision,46240,289,0.43084083
11903 -2012,12/11/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier GPS,21068.16,192,0.28415201
11904 -2012,8/26/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Glacier GPS Extreme,45632.7,135,0.4779303
11905 -2012,5/22/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Trail Master,8030,22,0.35082192
11906 -2012,4/25/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Trail Scout,16184,68,0.35128522
11907 -2012,12/7/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Astro Pilot,18415,127,0.37662069
11908 -2012,9/25/2012,Canada,Outdoors Shop,Web,Personal Accessories,Navigation,Sky Pilot,26492,74,0.33706704
11909 -2012,10/15/2012,Canada,Outdoors Shop,Web,Outdoor Protection,Insect Repellents,BugShield Natural,21964.68,3746,0.68278345
11910 -2012,11/12/2012,Canada,Outdoors Shop,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,12962.88,1929,0.63988095
11911 -2012,4/22/2012,Canada,Outdoors Shop,Web,Outdoor Protection,Sunscreen,Sun Blocker,2940,600,0.60204082
11912 -2012,1/13/2012,Canada,Outdoors Shop,Web,Outdoor Protection,Sunscreen,Sun Shelter Stick,3278.1,669,0.6
11913 -2012,3/2/2012,Canada,Outdoors Shop,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,17616,3670,0.61458333
11914 -2012,11/23/2012,Canada,Outdoors Shop,Web,Outdoor Protection,First Aid,Compact Relief Kit,4484.54,197,0.60464172
11915 -2012,10/8/2012,Canada,Outdoors Shop,Web,Outdoor Protection,First Aid,Calamine Relief,732,122,0.52833333
11916 -2012,8/6/2012,Canada,Outdoors Shop,Web,Outdoor Protection,First Aid,Insect Bite Relief,1668,278,0.54
11917 -2012,4/29/2012,Canada,Eyewear Store,Web,Personal Accessories,Knives,Max Gizmo,8098.4,212,0.53769634
11918 -2012,11/29/2012,Canada,Eyewear Store,Web,Personal Accessories,Binoculars,Seeker Mini,8043,100,0.50267313
11919 -2012,9/11/2012,Canada,Eyewear Store,Web,Personal Accessories,Binoculars,Opera Vision,880,8,0.54018182
11920 -2012,5/23/2012,Canada,Eyewear Store,Web,Personal Accessories,Binoculars,Ranger Vision,13920,87,0.53632328
11921 -2012,3/21/2012,Canada,Eyewear Store,Web,Personal Accessories,Navigation,Glacier Deluxe,30821,340,0.37970215
11922 -2012,9/22/2012,Canada,Eyewear Store,Web,Personal Accessories,Navigation,Glacier GPS Extreme,47322.8,140,0.4779303
11923 -2012,4/12/2012,Canada,Eyewear Store,Web,Personal Accessories,Navigation,Trail Scout,1666,7,0.35504202
11924 -2012,1/9/2012,Canada,Eyewear Store,Web,Personal Accessories,Navigation,Astro Pilot,10730,74,0.37662069
11925 -2012,12/1/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Water Bag,11273.73,1781,0.5371248
11926 -2012,12/29/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Canteen,6548.85,539,0.45514403
11927 -2012,8/18/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Cup,5154.6,2343,0.61363636
11928 -2012,10/3/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Cook Set,0,644,
11929 -2012,7/20/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,68042.52,558,0.34754797
11930 -2012,5/21/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,47885.88,763,0.26099426
11931 -2012,1/23/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,38090.22,267,0.4742745
11932 -2012,6/28/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Kettle,13832.1,1090,0.59732072
11933 -2012,10/27/2012,Canada,Sports Store,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,11434.5,605,0.47089947
11934 -2012,5/22/2012,Canada,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator,43890.36,318,0.3769019
11935 -2012,6/20/2012,Canada,Sports Store,Web,Camping Equipment,Sleeping Bags,Hibernator Extreme,93959.71,377,0.39814629
11936 -2012,5/3/2012,Canada,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,52788.36,721,0.28293851
11937 -2012,3/27/2012,Canada,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Weekender Backpack,95671.44,356,0.37984669
11938 -2012,2/5/2012,Canada,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,55080.38,158,0.38805542
11939 -2012,3/17/2012,Canada,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Extreme Backpack,79651.76,184,0.4481739
11940 -2012,9/20/2012,Canada,Sports Store,Web,Camping Equipment,Packs,Canyon Mule Cooler,13332.6,405,0.51397327
11941 -2012,12/21/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,Firefly Mapreader,6926.64,434,0.53007519
11942 -2012,2/5/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,Firefly 4,4933.35,171,0.37608319
11943 -2012,1/15/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,Firefly Extreme,11431,230,0.43420523
11944 -2012,6/16/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Double,1355.9,26,0.44870566
11945 -2012,4/18/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Kerosene,23901.16,773,0.35316947
11946 -2012,9/24/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Butane,14117.97,221,0.36398576
11947 -2012,5/22/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,EverGlow Lamp,16442.75,739,0.5505618
11948 -2012,10/2/2012,Canada,Sports Store,Web,Camping Equipment,Lanterns,Flicker Lantern,16339.2,480,0.54112808
11949 -2012,12/1/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Double Edge,17533.25,1075,0.29920294
11950 -2012,9/28/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Edge Extreme,19464.23,173,0.28895209
11951 -2012,2/5/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Bear Edge,20278.8,516,0.40127226
11952 -2012,2/1/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Bear Survival Edge,15999.34,182,0.48810388
11953 -2012,11/18/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Max Gizmo,6112,160,0.53769634
11954 -2012,10/24/2012,Canada,Sports Store,Web,Personal Accessories,Knives,Pocket Gizmo,7356.6,603,0.59918033
11955 -2012,12/2/2012,Canada,Sports Store,Web,Personal Accessories,Binoculars,Seeker 50,10967.22,87,0.26558782
11956 -2012,1/11/2012,Canada,Sports Store,Web,Personal Accessories,Binoculars,Seeker Mini,13431.81,167,0.50267313
11957 -2012,6/27/2012,Canada,Sports Store,Web,Personal Accessories,Binoculars,Ranger Vision,11520,72,0.5375
11958 -2012,9/7/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Glacier Basic,13918.38,434,0.3763642
11959 -2012,5/15/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Glacier Deluxe,8249.15,91,0.37970215
11960 -2012,8/4/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Glacier GPS,20080.59,183,0.28415201
11961 -2012,11/15/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Trail Master,1460,4,0.35082192
11962 -2012,12/8/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Trail Scout,11424,48,0.34705882
11963 -2012,12/21/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Astro Pilot,12470,86,0.37662069
11964 -2012,9/22/2012,Canada,Sports Store,Web,Personal Accessories,Navigation,Sky Pilot,9308,26,0.33706704
11965 -2012,1/18/2012,Canada,Sports Store,Web,Outdoor Protection,Insect Repellents,BugShield Spray,13040.46,2214,0.6893039
11966 -2012,4/8/2012,Canada,Sports Store,Web,Outdoor Protection,Insect Repellents,BugShield Extreme,52931.55,7899,0.63886227
11967 -2012,7/12/2012,Canada,Sports Store,Web,Outdoor Protection,Sunscreen,Sun Blocker,4808.4,972,0.60581482
11968 -2012,3/28/2012,Canada,Sports Store,Web,Outdoor Protection,Sunscreen,Sun Shelter 30,7656,1595,0.61458333
11969 -2012,12/9/2012,Canada,Sports Store,Web,Outdoor Protection,First Aid,Aloe Relief,1736.36,332,0.63288719
11970 -2012,1/5/2012,Canada,Sports Store,Web,Outdoor Protection,First Aid,Insect Bite Relief,420,70,0.54
11971 -2012,9/20/2012,Canada,Sports Store,Web,Golf Equipment,Irons,Hailstorm Steel Irons,50267.44,116,0.49000785
11972 -2012,3/29/2012,Canada,Sports Store,Web,Golf Equipment,Irons,Hailstorm Titanium Irons,136159.92,156,0.43751289
11973 -2012,7/5/2012,Canada,Sports Store,Web,Golf Equipment,Irons,Lady Hailstorm Steel Irons,57090.06,114,0.44535634
11974 -2012,7/25/2012,Canada,Sports Store,Web,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,27577.44,33,0.44955007
11975 -2012,5/25/2012,Canada,Sports Store,Web,Golf Equipment,Woods,Hailstorm Titanium Woods Set,123066.46,103,0.42250716
11976 -2012,11/19/2012,Canada,Sports Store,Web,Golf Equipment,Woods,Hailstorm Steel Woods Set,108603.84,166,0.47786745
11977 -2012,3/23/2012,Canada,Sports Store,Web,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,42178.62,33,0.48311609
11978 -2012,6/16/2012,Canada,Sports Store,Web,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,53082.54,62,0.44845066
11979 -2012,4/8/2012,Canada,Sports Store,Web,Golf Equipment,Putters,Course Pro Putter,65241.75,903,0.51695502
11980 -2012,12/25/2012,Canada,Sports Store,Web,Golf Equipment,Putters,Blue Steel Putter,39212.1,470,0.50617284
11981 -2012,8/9/2012,Canada,Sports Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,5366.4,520,0.72868217
11982 -2012,5/12/2012,Canada,Sports Store,Web,Golf Equipment,Golf Accessories,Course Pro Umbrella,15288.9,1230,0.51729686
11983 -2012,1/8/2012,Canada,Sports Store,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,12368.4,60,0.61336955
11984 -2012,2/16/2012,Canada,Sports Store,Web,Golf Equipment,Golf Accessories,Course Pro Gloves,25489.52,3742,0.64619891
11985 -2012,5/12/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Cooking Gear,TrailChef Water Bag,13596.72,2172,0.53194888
11986 -2012,3/11/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Cooking Gear,TrailChef Cup,2868.41,799,0.7632312
11987 -2012,7/16/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Sleeping Bags,Hibernator Lite,30569.48,361,0.29145017
11988 -2012,6/22/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Sleeping Bags,Hibernator Extreme,46855.24,188,0.39814629
11989 -2012,8/13/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,27275.64,228,0.5440107
11990 -2012,8/28/2012,Canada,Outdoors Shop,Sales visit,Camping Equipment,Packs,Canyon Mule Extreme Backpack,71859.74,166,0.4481739
11991 -2012,4/25/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Rope,Husky Rope 50,11280,75,0.32905585
11992 -2012,7/3/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Rope,Husky Rope 60,6786.8,38,0.29165733
11993 -2012,9/18/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Rope,Husky Rope 100,22158.48,68,0.30126435
11994 -2012,1/2/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Rope,Husky Rope 200,17295.36,32,0.31477575
11995 -2012,1/18/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Safety,Granite Climbing Helmet,17807.36,256,0.24468085
11996 -2012,3/16/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,4848.75,125,0.42768755
11997 -2012,4/24/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Climbing Accessories,Firefly Charger,9714.6,189,0.56498054
11998 -2012,1/15/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,5887.84,751,0.59821429
11999 -2012,11/20/2012,Canada,Outdoors Shop,Sales visit,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,2275.56,129,0.51643991
12000 -2012,8/3/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Knives,Double Edge,5953.15,365,0.29920294
12001 -2012,2/12/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Knives,Edge Extreme,18226.62,162,0.28895209
12002 -2012,2/26/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Knives,Bear Survival Edge,2532.32,28,0.50243255
12003 -2012,1/11/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Binoculars,Seeker 35,14449.62,146,0.28069112
12004 -2012,5/29/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Binoculars,Seeker Extreme,19746.65,115,0.45186652
12005 -2012,1/6/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Navigation,Glacier GPS,22494.65,205,0.28415201
12006 -2012,12/23/2012,Canada,Outdoors Shop,Sales visit,Personal Accessories,Navigation,Glacier GPS Extreme,23323.38,69,0.4779303
12007 -2012,1/26/2012,Canada,Outdoors Shop,Sales visit,Outdoor Protection,Sunscreen,Sun Blocker,2812.6,574,0.60204082
12008 -2012,2/28/2012,Canada,Outdoors Shop,Sales visit,Outdoor Protection,Sunscreen,Sun Shelter Stick,3126.2,638,0.6
12009 -2012,9/12/2012,Canada,Outdoors Shop,Sales visit,Outdoor Protection,Sunscreen,Sun Shelter 30,8524.8,1776,0.61458333
12010 -2012,9/17/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,64384.32,528,0.34754797
12011 -2012,6/18/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Sleeping Bags,Hibernator Lite,45642.52,539,0.29145017
12012 -2012,11/29/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Sleeping Bags,Hibernator Extreme,161251.81,647,0.39814629
12013 -2012,12/3/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,37085.3,310,0.5440107
12014 -2012,4/6/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Sleeping Bags,Hibernator Pillow,6660.5,385,0.52947977
12015 -2012,11/19/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Packs,Canyon Mule Extreme Backpack,44154.78,102,0.4481739
12016 -2012,3/14/2012,Singapore,Outdoors Shop,Fax,Camping Equipment,Lanterns,EverGlow Butane,5157.27,81,0.36186587
12017 -2012,6/15/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Rope,Husky Rope 60,11430.4,64,0.29165733
12018 -2012,11/16/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Rope,Husky Rope 100,37148.04,114,0.30126435
12019 -2012,10/28/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Rope,Husky Rope 200,29185.92,54,0.31477575
12020 -2012,6/16/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Safety,Granite Climbing Helmet,25319.84,364,0.24468085
12021 -2012,10/14/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Safety,Husky Harness,13014.3,213,0.28363339
12022 -2012,9/14/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Safety,Husky Harness Extreme,30503,295,0.47843327
12023 -2012,5/5/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Safety,Granite Signal Mirror,4204.2,130,0.51422387
12024 -2012,1/24/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,13250.24,3524,0.4787234
12025 -2012,10/5/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Climbing Accessories,Granite Belay,15989.4,243,0.47613982
12026 -2012,2/4/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Climbing Accessories,Granite Pulley,15444.34,419,0.50217037
12027 -2012,8/19/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Ice,25041.6,333,0.48178191
12028 -2012,2/27/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Hammer,17968.02,239,0.2434158
12029 -2012,6/11/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Shovel,9775.92,168,0.33699948
12030 -2012,3/20/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Grip,10146.2,523,0.49020619
12031 -2012,1/1/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Axe,58214.4,1516,0.49166667
12032 -2012,9/27/2012,Singapore,Outdoors Shop,Fax,Mountaineering Equipment,Tools,Granite Extreme,76478.4,1017,0.38138298
12033 -2012,5/13/2012,Singapore,Outdoors Shop,Fax,Personal Accessories,Binoculars,Seeker Extreme,13565.09,79,0.45186652
12034 -2012,5/15/2012,Singapore,Outdoors Shop,Fax,Outdoor Protection,Sunscreen,Sun Shelter 30,11848.7,2521,0.60638298
12035 -2012,9/6/2012,Singapore,Outdoors Shop,Fax,Outdoor Protection,First Aid,Calamine Relief,576,96,0.52833333
12036 -2012,2/13/2012,Singapore,Department Store,Telephone,Camping Equipment,Packs,Canyon Mule Weekender Backpack,68797.44,256,0.37984669
12037 -2012,3/12/2012,Singapore,Department Store,Telephone,Camping Equipment,Packs,Canyon Mule Cooler,24857.89,779,0.49858978
12038 -2012,8/15/2012,Singapore,Department Store,Telephone,Camping Equipment,Lanterns,Firefly Mapreader,9306.2,589,0.52531646
12039 -2012,9/18/2012,Singapore,Department Store,Telephone,Camping Equipment,Lanterns,EverGlow Double,1942.18,38,0.43748777
12040 -2012,4/1/2012,Singapore,Department Store,Telephone,Camping Equipment,Lanterns,EverGlow Butane,6494.34,102,0.36186587
12041 -2012,2/15/2012,Singapore,Department Store,Telephone,Camping Equipment,Lanterns,EverGlow Lamp,22272.25,1001,0.5505618
12042 -2012,12/12/2012,Singapore,Department Store,Telephone,Personal Accessories,Binoculars,Seeker 35,21674.43,219,0.28069112
12043 -2012,3/28/2012,Singapore,Department Store,Telephone,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2586.22,377,0.72594752
12044 -2012,4/9/2012,Singapore,Department Store,Telephone,Outdoor Protection,Sunscreen,Sun Shelter 15,5969,1270,0.61914894
12045 -2012,2/9/2012,Singapore,Department Store,Telephone,Golf Equipment,Putters,Blue Steel Putter,18354.6,220,0.50617284
12046 -2012,8/9/2012,Singapore,Golf Shop,Web,Personal Accessories,Knives,Max Gizmo,3590.8,94,0.53926702
12047 -2012,12/16/2012,Singapore,Golf Shop,Web,Personal Accessories,Knives,Pocket Gizmo,3599,295,0.59180328
12048 -2012,9/3/2012,Singapore,Golf Shop,Web,Personal Accessories,Binoculars,Seeker 35,17913.57,181,0.28069112
12049 -2012,3/23/2012,Singapore,Golf Shop,Web,Personal Accessories,Binoculars,Seeker Mini,10295.04,128,0.50267313
12050 -2012,1/12/2012,Singapore,Golf Shop,Web,Personal Accessories,Binoculars,Opera Vision,2530,23,0.54090909
12051 -2012,6/5/2012,Singapore,Golf Shop,Web,Personal Accessories,Binoculars,Ranger Vision,15360,96,0.38958333
12052 -2012,9/7/2012,Singapore,Golf Shop,Web,Personal Accessories,Navigation,Glacier Basic,17774.4,560,0.36988028
12053 -2012,6/25/2012,Singapore,Golf Shop,Web,Personal Accessories,Navigation,Glacier Deluxe,11149.95,123,0.37970215
12054 -2012,8/22/2012,Singapore,Golf Shop,Web,Personal Accessories,Navigation,Trail Master,2920,8,0.35082192
12055 -2012,4/29/2012,Singapore,Golf Shop,Web,Golf Equipment,Irons,Hailstorm Steel Irons,107901.66,249,0.49000785
12056 -2012,3/20/2012,Singapore,Golf Shop,Web,Golf Equipment,Irons,Hailstorm Titanium Irons,126558.9,145,0.43751289
12057 -2012,4/16/2012,Singapore,Golf Shop,Web,Golf Equipment,Irons,Lady Hailstorm Steel Irons,88139.04,176,0.44535634
12058 -2012,12/9/2012,Singapore,Golf Shop,Web,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,122009.28,146,0.44955007
12059 -2012,9/27/2012,Singapore,Golf Shop,Web,Golf Equipment,Woods,Hailstorm Titanium Woods Set,168469.62,141,0.42250716
12060 -2012,5/24/2012,Singapore,Golf Shop,Web,Golf Equipment,Woods,Hailstorm Steel Woods Set,103369.92,158,0.47786745
12061 -2012,2/28/2012,Singapore,Golf Shop,Web,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,189164.72,148,0.48311609
12062 -2012,3/15/2012,Singapore,Golf Shop,Web,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,80479.98,94,0.44845066
12063 -2012,11/6/2012,Singapore,Golf Shop,Web,Golf Equipment,Putters,Course Pro Putter,37859,524,0.51695502
12064 -2012,12/25/2012,Singapore,Golf Shop,Web,Golf Equipment,Putters,Blue Steel Putter,14266.53,171,0.50617284
12065 -2012,9/20/2012,Singapore,Golf Shop,Web,Golf Equipment,Putters,Blue Steel Max Putter,58068.18,342,0.45933212
12066 -2012,2/15/2012,Singapore,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,23199.36,2248,0.72868217
12067 -2012,5/2/2012,Singapore,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Umbrella,31435.47,2529,0.51729686
12068 -2012,7/24/2012,Singapore,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Golf Bag,17521.9,85,0.61336955
12069 -2012,7/11/2012,Singapore,Golf Shop,Web,Golf Equipment,Golf Accessories,Course Pro Gloves,35851.61,5511,0.62954216
12070 -2012,8/16/2012,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Canteen,12138.27,1009,0.44970906
12071 -2012,4/7/2012,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,31987.2,1920,0.23529412
12072 -2012,1/10/2012,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Cook Set,49100.13,1829,-0.21377418
12073 -2012,11/28/2012,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,0,31,
12074 -2012,10/20/2012,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Single Flame,44245.8,705,0.26099426
12075 -2012,4/13/2012,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Double Flame,4704.87,31,0.50583119
12076 -2012,1/10/2012,Singapore,Department Store,Web,Camping Equipment,Cooking Gear,TrailChef Utensils,10384.05,555,0.46552646
12077 -2012,3/17/2012,Singapore,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator,58106.42,421,0.3769019
12078 -2012,8/13/2012,Singapore,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pad,15529.96,398,0.50871348
12079 -2012,10/24/2012,Singapore,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Pillow,6882.24,402,0.52453271
12080 -2012,5/20/2012,Singapore,Department Store,Web,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,18168.85,185,0.33560737
12081 -2012,8/8/2012,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Climber Backpack,46437.91,628,0.29001973
12082 -2012,8/23/2012,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Weekender Backpack,135444.96,504,0.37984669
12083 -2012,8/23/2012,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Journey Backpack,77391.42,222,0.38805542
12084 -2012,4/26/2012,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Cooler,24570.7,770,0.49858978
12085 -2012,7/26/2012,Singapore,Department Store,Web,Camping Equipment,Packs,Canyon Mule Carryall,66395.49,961,0.40396584
12086 -2012,9/21/2012,Singapore,Department Store,Web,Camping Equipment,Lanterns,Firefly Lite,7033.28,496,0.52397743
12087 -2012,1/5/2012,Singapore,Department Store,Web,Camping Equipment,Lanterns,Firefly Mapreader,10228.56,654,0.52046036
12088 -2012,7/8/2012,Singapore,Department Store,Web,Camping Equipment,Lanterns,Firefly 2,19353.82,728,0.37598004
